Voucher_No,Date,Account_Head,Party_Name,Debit_Amount,Credit_Amount,Narration,Cost_Center,Created_By
DRY/24-25/302989,2025-02-26 20:14:00,Dry Cleaning Solvents & Perc,Direct Walk-in Retail Clients,2314.14,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 07 - Jubilee Hills (Hyderabad),store_exec_blr
DRY/24-25/305251,2024-06-05 17:57:00,Steam Boiler Diesel & LPG,Seitz Specialty Chemicals India,507.23,0.0,Routine voucher booking for steam boiler diesel & lpg,Central Processing Hub - Bhiwandi,cfo_kapoor
DRY/24-25/LOG-400059,2025-02-22 15:00:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,28381.71,0.0,Inter-branch garment transit claim ref VAN-EXP-206,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/301462,2024-12-10 17:43:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,226.03,Routine voucher booking for store front collections (dry clean),Branch 02 - South Extension (Delhi),store_exec_mumbai
DRY/24-25/317977,2025-01-23 20:28:00,Branch Shop Rental,Direct Walk-in Retail Clients,1454.04,0.0,Routine voucher booking for branch shop rental,Branch 04 - Powai Galleria (Mumbai),store_exec_delhi
DRY/24-25/312728,2024-11-23 18:50:00,Eco-friendly Detergents & Softeners,Diversey Hygiene Supplies,8838.27,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 06 - Koramangala (Bangalore),cfo_kapoor
DRY/24-25/316548,2024-08-23 20:24:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,1755.69,Routine voucher booking for premium garment care revenue,Branch 01 - Connaught Place (Delhi),store_exec_blr
DRY/24-25/305803,2024-05-31 20:56:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,95.1,Routine voucher booking for commercial hotel laundry b2b,Branch 07 - Jubilee Hills (Hyderabad),cfo_kapoor
DRY/24-25/314534,2024-06-22 12:05:00,Electricity & Water Tanker Costs,CleanCare Packaging Ltd,2881.58,0.0,Routine voucher booking for electricity & water tanker costs,Branch 02 - South Extension (Delhi),cfo_kapoor
DRY/24-25/322435,2025-02-15 16:48:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,1257.08,Routine voucher booking for premium garment care revenue,Branch 01 - Connaught Place (Delhi),store_exec_mumbai
DRY/24-25/318623,2024-11-25 09:52:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,1014.68,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Bhiwandi,central_accts_ananya
DRY/24-25/308427,2024-12-08 15:47:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,1394.13,Routine voucher booking for premium garment care revenue,Branch 07 - Jubilee Hills (Hyderabad),store_exec_blr
DRY/24-25/308379,2024-12-13 16:14:00,Dry Cleaning Solvents & Perc,Diversey Hygiene Supplies,11661.26,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 02 - South Extension (Delhi),cfo_kapoor
DRY/24-25/317856,2024-04-11 12:28:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,1206.18,Routine voucher booking for commercial hotel laundry b2b,Branch 02 - South Extension (Delhi),cfo_kapoor
DRY/24-25/313189,2024-04-22 13:29:00,Dry Cleaning Solvents & Perc,Direct Walk-in Retail Clients,374.05,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 03 - Bandra West (Mumbai),store_exec_delhi
DRY/24-25/310655,2024-06-13 11:06:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,183.2,Routine voucher booking for premium garment care revenue,Branch 03 - Bandra West (Mumbai),store_exec_blr
DRY/24-25/YE-501118,2025-03-10 21:01:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,132907.46,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/318291,2025-02-24 20:33:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,302.68,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),store_exec_delhi
DRY/24-25/301365,2025-02-08 08:00:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,8323.73,Routine voucher booking for premium garment care revenue,Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/313995,2024-08-16 14:52:00,Van Logistics & Fuel Reimbursements,Local Water Tanker Suppliers,7430.0,0.0,Routine voucher booking for van logistics & fuel reimbursements,Branch 03 - Bandra West (Mumbai),store_exec_mumbai
DRY/24-25/310356,2024-12-14 16:39:00,Eco-friendly Detergents & Softeners,Bharat Petroleum Fuel Corp,1062.05,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/318248,2024-08-12 15:47:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,2246.38,Routine voucher booking for store front collections (dry clean),Branch 04 - Powai Galleria (Mumbai),store_exec_mumbai
DRY/24-25/303098,2025-01-20 12:34:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,1047.44,Routine voucher booking for commercial hotel laundry b2b,Branch 07 - Jubilee Hills (Hyderabad),central_accts_ananya
DRY/24-25/315366,2024-07-03 18:34:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,594.17,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/319180,2024-10-07 12:21:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,339.78,Routine voucher booking for commercial hotel laundry b2b,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/310928,2025-02-23 16:51:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1651.99,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),store_exec_blr
DRY/24-25/304512,2024-05-19 20:05:00,Hanger & Poly-Packaging Purchase,Taj & Marriott B2B Hotel Pool,456.67,0.0,Routine voucher booking for hanger & poly-packaging purchase,Branch 06 - Koramangala (Bangalore),store_exec_blr
DRY/24-25/307269,2024-06-18 11:47:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,3203.36,Routine voucher booking for premium garment care revenue,Branch 05 - Indiranagar (Bangalore),store_exec_mumbai
DRY/24-25/315105,2024-12-16 16:42:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,939.26,Routine voucher booking for store front collections (dry clean),Branch 01 - Connaught Place (Delhi),store_exec_delhi
DRY/24-25/309926,2024-07-05 15:04:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,1630.0,Routine voucher booking for commercial hotel laundry b2b,Branch 04 - Powai Galleria (Mumbai),cfo_kapoor
DRY/24-25/321464,2024-10-12 12:39:00,Electricity & Water Tanker Costs,Local Water Tanker Suppliers,345.76,0.0,Routine voucher booking for electricity & water tanker costs,Branch 07 - Jubilee Hills (Hyderabad),store_exec_blr
DRY/24-25/314719,2024-05-09 10:24:00,Hydro-Extractor Machinery Lease,Commercial Property Landlord Pool,679.14,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 06 - Koramangala (Bangalore),store_exec_blr
DRY/24-25/307428,2025-01-29 09:10:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,553.39,Routine voucher booking for store front collections (dry clean),Branch 01 - Connaught Place (Delhi),store_exec_delhi
DRY/24-25/319305,2024-12-11 14:08:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,4184.28,Routine voucher booking for store front collections (dry clean),Branch 04 - Powai Galleria (Mumbai),store_exec_blr
DRY/24-25/301739,2025-03-29 17:56:00,Hydro-Extractor Machinery Lease,Seitz Specialty Chemicals India,1203.53,0.0,Routine voucher booking for hydro-extractor machinery lease,Central Processing Hub - Noida,central_accts_ananya
DRY/24-25/300347,2024-07-31 20:07:00,Branch Shop Rental,State Electricity Board,5672.07,0.0,Routine voucher booking for branch shop rental,Branch 06 - Koramangala (Bangalore),store_exec_blr
DRY/24-25/311421,2024-08-30 11:53:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,157.92,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Bhiwandi,store_exec_delhi
DRY/24-25/301390,2024-08-01 09:22:00,Electricity & Water Tanker Costs,Taj & Marriott B2B Hotel Pool,873.5,0.0,Routine voucher booking for electricity & water tanker costs,Central Processing Hub - Bhiwandi,store_exec_blr
DRY/24-25/317439,2024-05-21 13:24:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,446.67,Routine voucher booking for commercial hotel laundry b2b,Branch 01 - Connaught Place (Delhi),store_exec_blr
DRY/24-25/316926,2024-09-03 16:25:00,Van Logistics & Fuel Reimbursements,Commercial Property Landlord Pool,96.91,0.0,Routine voucher booking for van logistics & fuel reimbursements,Branch 04 - Powai Galleria (Mumbai),store_exec_mumbai
DRY/24-25/LOG-400977,2025-02-07 13:59:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,27021.12,0.0,Inter-branch garment transit claim ref VAN-EXP-757,Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/LOG-401587,2024-07-27 18:26:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,15329.33,0.0,Inter-branch garment transit claim ref VAN-EXP-128,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/300891,2024-07-28 14:19:00,Hanger & Poly-Packaging Purchase,Diversey Hygiene Supplies,2570.13,0.0,Routine voucher booking for hanger & poly-packaging purchase,Central Processing Hub - Bhiwandi,central_accts_ananya
DRY/24-25/320686,2024-12-05 19:23:00,Dry Cleaning Solvents & Perc,State Electricity Board,779.4,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/318462,2025-03-28 08:30:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,350.25,Routine voucher booking for commercial hotel laundry b2b,Branch 06 - Koramangala (Bangalore),store_exec_blr
DRY/24-25/302053,2024-04-03 17:04:00,Branch Shop Rental,Commercial Property Landlord Pool,316.7,0.0,Routine voucher booking for branch shop rental,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/320959,2024-07-24 13:27:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,1556.57,Routine voucher booking for premium garment care revenue,Branch 06 - Koramangala (Bangalore),store_exec_delhi
DRY/24-25/307266,2024-12-09 15:58:00,Electricity & Water Tanker Costs,Seitz Specialty Chemicals India,1670.26,0.0,Routine voucher booking for electricity & water tanker costs,Branch 03 - Bandra West (Mumbai),store_exec_delhi
DRY/24-25/313705,2024-10-20 09:38:00,Eco-friendly Detergents & Softeners,Blue Dart & Local Bike Logistics,2527.73,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 01 - Connaught Place (Delhi),store_exec_delhi
DRY/24-25/312827,2024-05-08 11:31:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,795.26,Routine voucher booking for store front collections (dry clean),Branch 06 - Koramangala (Bangalore),cfo_kapoor
DRY/24-25/319706,2024-05-09 20:16:00,Branch Shop Rental,Taj & Marriott B2B Hotel Pool,108.45,0.0,Routine voucher booking for branch shop rental,Branch 02 - South Extension (Delhi),store_exec_blr
DRY/24-25/301642,2025-03-28 16:43:00,Electricity & Water Tanker Costs,Buchi Laundry Equipment Lease,4933.25,0.0,Routine voucher booking for electricity & water tanker costs,Branch 06 - Koramangala (Bangalore),store_exec_blr
DRY/24-25/309001,2024-09-14 19:02:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,4787.69,Routine voucher booking for premium garment care revenue,Branch 07 - Jubilee Hills (Hyderabad),cfo_kapoor
DRY/24-25/306917,2024-12-29 09:35:00,Hydro-Extractor Machinery Lease,Local Water Tanker Suppliers,127.85,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 04 - Powai Galleria (Mumbai),cfo_kapoor
DRY/24-25/315548,2025-02-10 11:35:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,176.62,Routine voucher booking for commercial hotel laundry b2b,Branch 05 - Indiranagar (Bangalore),store_exec_delhi
DRY/24-25/320389,2024-05-26 11:45:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,84.22,Routine voucher booking for commercial hotel laundry b2b,Branch 07 - Jubilee Hills (Hyderabad),store_exec_blr
DRY/24-25/YE-500084,2025-03-22 19:45:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,93033.54,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/308124,2025-01-27 13:41:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1344.33,Routine voucher booking for store front collections (dry clean),Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/309534,2024-06-27 16:35:00,Eco-friendly Detergents & Softeners,Direct Walk-in Retail Clients,1094.47,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/308785,2024-06-21 19:25:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,374.63,Routine voucher booking for commercial hotel laundry b2b,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/YE-500873,2025-03-25 20:14:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,157016.76,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/YE-500758,2025-03-16 22:34:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,183114.24,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/312523,2024-08-18 20:41:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,558.98,Routine voucher booking for store front collections (dry clean),Branch 03 - Bandra West (Mumbai),store_exec_blr
DRY/24-25/320717,2025-02-13 12:05:00,Staff Salaries & Pressing Wages,Blue Dart & Local Bike Logistics,3268.98,0.0,Routine voucher booking for staff salaries & pressing wages,Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/313624,2025-03-18 19:45:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,104.04,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/309034,2024-06-02 09:49:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1143.3,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),central_accts_ananya
DRY/24-25/310843,2025-01-25 12:32:00,Eco-friendly Detergents & Softeners,Diversey Hygiene Supplies,228.39,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/315426,2025-02-11 19:29:00,Dry Cleaning Solvents & Perc,Commercial Property Landlord Pool,2290.56,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 07 - Jubilee Hills (Hyderabad),cfo_kapoor
DRY/24-25/LOG-400379,2024-05-28 17:04:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,30557.83,0.0,Inter-branch garment transit claim ref VAN-EXP-429,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/318575,2025-02-16 09:45:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,721.67,Routine voucher booking for premium garment care revenue,Branch 03 - Bandra West (Mumbai),store_exec_delhi
DRY/24-25/321544,2024-06-08 10:35:00,Staff Salaries & Pressing Wages,Seitz Specialty Chemicals India,368.25,0.0,Routine voucher booking for staff salaries & pressing wages,Central Processing Hub - Noida,store_exec_mumbai
DRY/24-25/308148,2024-08-23 13:08:00,Hanger & Poly-Packaging Purchase,Local Water Tanker Suppliers,132.57,0.0,Routine voucher booking for hanger & poly-packaging purchase,Branch 06 - Koramangala (Bangalore),store_exec_mumbai
DRY/24-25/LOG-402369,2024-07-10 13:43:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,35872.17,0.0,Inter-branch garment transit claim ref VAN-EXP-820,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/313574,2025-02-13 08:48:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1288.32,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),central_accts_ananya
DRY/24-25/303784,2024-05-07 13:01:00,Dry Cleaning Solvents & Perc,Local Water Tanker Suppliers,948.19,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/317205,2025-01-16 09:18:00,Eco-friendly Detergents & Softeners,State Electricity Board,181.52,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 07 - Jubilee Hills (Hyderabad),store_exec_mumbai
DRY/24-25/313097,2024-10-19 14:40:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,459.06,Routine voucher booking for store front collections (dry clean),Branch 06 - Koramangala (Bangalore),store_exec_mumbai
DRY/24-25/320888,2024-05-29 17:45:00,Eco-friendly Detergents & Softeners,CleanCare Packaging Ltd,80.0,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/305641,2024-05-28 19:17:00,Dry Cleaning Solvents & Perc,Seitz Specialty Chemicals India,407.44,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 06 - Koramangala (Bangalore),store_exec_blr
